_RAJ2000,_DEJ2000,ID,Nsp,Type,z,f_z,OName,RAJ2000,DEJ2000,RAH,DEH,AOffset,e_AOffset,POffset,e_POffset,E(B-V),E(B-V)h,FUVMag,BMag,KsMag,logSFR,logM,logsSFR,Age,Np,Simbad,recno
10 19 04.662133,+46 27 23.43780,PTF10bgl,1,SNII,0.03063,SDSS,,10 19 04.6621,+46 27 23.4378,10 19 05.1576,+46 41 46.76,10.059,0.136,6.368,0.086,0.01,0.21,-19.72,-21.65,-22.52,1.09,10.64,-9.55,8.15,17,Simbad,94
12 55 28.435600,+53 34 28.11110,PTF10bhu,1,SNIc,0.03583,SDSS,,12 55 28.4356,+53 34 28.1111,12 55 28.3589,+54 04 09.57,2.159,0.154,1.589,0.113,0.01,0.1,-16.96,-18.94,-19.73,-0.48,9.57,-10.05,5.79,17,Simbad,95
12 34 10.520533,+08 21 48.61370,PTF10bip,1,SNIc,0.0513,GAL.LINES,,12 34 10.5205,+08 21 48.6137,12 34 10.4919,+09 10 52.29,1.327,0.247,1.373,0.256,0.02,0.2,-16.0,-17.79,-18.52,-0.46,9.02,-9.46,6.06,9,Simbad,96
12 49 41.893400,-10 48 01.37700,PTF10bjb,1,SNIIn,0.027359,NED,,12 49 41.8934,-10 48 01.3770,12 49 42.4622,-11 46 25.12,8.607,0.179,4.887,0.102,0.04,0.34,-15.3,-17.24,-18.89,0.12,8.25,-8.14,0.32,12,Simbad,97
10 06 34.226600,+67 59 19.25950,PTF10bjp,1,SLSN-I,0.3584,GAL.LINES,,10 06 34.2266,+67 59 19.2595,10 06 34.3309,+68 17 50.17,0.723,0.283,3.739,1.464,0.05,0.11,-17.53,-18.76,-19.01,-0.17,9.09,-9.24,4.42,9,Simbad,98
12 12 16.382800,+17 14 45.68140,PTF10bld,1,SNII,0.02839,SDSS,,12 12 16.3828,+17 14 45.6814,12 12 16.4583,+18 01 44.95,2.333,0.187,1.373,0.11,0.03,0.23,-15.7,-17.67,-18.52,-0.47,9.1,-9.57,7.87,13,Simbad,99
07 45 40.348733,+28 17 41.41000,PTF10bwo,1,SNII,0.0365,GAL.LINES,,07 45 40.3487,+28 17 41.4100,07 45 40.4217,+29 00 21.97,2.181,0.109,1.634,0.082,0.03,0.22,-16.17,-18.57,-19.61,-0.36,9.54,-9.93,5.03,12,Simbad,100
11 44 03.031333,+55 41 27.48050,PTF10bzf,1,SNIc-BL,0.049,GAL.LINES,2010ah,11 44 03.0313,+55 41 27.4805,11 44 02.9874,+56 03 29.84,4.997,0.17,4.951,0.168,0.01,0.11,-15.12,-17.15,-17.7,-1.26,8.82,-10.07,5.18,16,Simbad,101
03 00 32.980000,+36 15 25.43000,PTF10cd,1,SNII,0.0455,GAL.LINES,,03 00 32.9800,+36 15 25.4300,03 00 32.9300,+36 40 24.00,0.61,0.0,0.564,0.0,0.18,0.07,-16.82,-17.7,-18.06,-0.42,8.27,-8.67,1.16,15,Simbad,102
12 33 25.492933,+14 25 37.13630,PTF10ciw,1,SNIc-BL,0.1145,GAL.LINES,,12 33 25.4929,+14 25 37.1363,12 33 25.5750,+15 03 16.91,1.654,0.201,3.547,0.431,0.03,0.21,-17.23,-18.99,-19.68,0.15,9.24,-9.07,2.36,13,Simbad,103
16 11 39.198133,+00 52 33.35340,PTF10con,1,SNII,0.03299,SDSS,,16 11 39.1981,+00 52 33.3534,16 11 39.2600,+01 27 37.20,2.447,0.3,1.664,0.204,0.11,0.39,-15.35,-18.72,-20.77,0.12,10.0,-9.88,6.14,12,Simbad,104
16 10 37.618200,-01 43 00.82600,PTF10cqh,1,SNII,0.042303,NED,,16 10 37.6182,-01 43 00.8260,16 10 37.0085,-01 44 29.06,9.166,0.137,7.903,0.118,0.13,0.21,-18.69,-21.16,-22.74,0.79,10.65,-9.9,4.47,15,Simbad,105
02 33 41.593600,+34 22 17.45620,PTF10cs,1,SNIc-BL,0.1673,GAL.LINES,,02 33 41.5936,+34 22 17.4562,02 33 41.4248,+34 38 51.10,2.176,0.152,6.425,0.449,0.05,0.04,-18.88,-19.91,-19.83,0.07,9.41,-9.36,2.62,8,Simbad,106
12 36 22.094667,+07 47 37.78330,PTF10cwl,1,SNIIn,0.085,MATCHING,,12 36 22.0947,+07 47 37.7833,12 36 22.0920,+08 20 54.80,3.87,0.09,6.375,0.148,0.02,0.07,-16.72,-17.73,-17.76,-0.64,8.48,-9.11,3.28,5,Simbad,107
11 25 46.711000,-08 49 41.76410,PTF10cwr,1,SLSN-I,0.2297,GAL.LINES,2010gx,11 25 46.7110,-08 49 41.7641,11 25 46.7411,-09 30 52.84,0.46,0.068,1.742,0.258,0.03,0.22,-15.77,-16.96,-16.89,-0.33,7.58,-7.89,0.18,5,Simbad,108
12 33 16.550333,-00 03 10.88390,PTF10cwx,1,SNIIn,0.075,MATCHING,,12 33 16.5503,-00 03 10.8839,12 33 16.3991,-00 15 16.52,2.661,0.195,3.913,0.287,0.02,0.1,-17.42,-18.7,-19.02,-0.25,9.17,-9.4,5.26,13,Simbad,109
13 48 19.279400,+13 28 57.52920,PTF10cxq,1,SNII,0.0471,GAL.LINES,,13 48 19.2794,+13 28 57.5292,13 48 19.2966,+14 25 44.97,0.334,0.172,0.319,0.164,0.02,0.05,-17.37,-18.54,-18.99,-0.4,9.07,-9.47,6.44,16,Simbad,110
14 47 27.828000,+01 55 03.55620,PTF10cxx,1,SNIIb,0.03391,SDSS,,14 47 27.8280,+01 55 03.5562,14 47 27.6972,+02 00 19.21,2.638,0.168,1.842,0.117,0.04,0.25,-16.26,-19.58,-21.09,-0.19,10.17,-10.41,4.66,15,Simbad,111
14 51 16.243200,+15 26 43.67000,PTF10czn,1,SNII,0.04535,SDSS,,14 51 16.2432,+15 26 43.6700,14 51 17.2692,+16 13 25.70,15.302,0.173,14.092,0.159,0.03,0.15,-19.09,-21.22,-22.3,0.62,10.53,-9.94,5.44,15,Simbad,112
05 08 21.540200,+00 12 42.80000,PTF10dk,1,SNIIn,0.075,MATCHING,,05 08 21.5402,+00 12 42.8000,05 08 21.6104,+00 54 28.82,1.101,0.157,1.619,0.231,0.07,0.07,-13.32,-15.92,-16.28,-2.1,8.16,-10.28,2.24,9,Simbad,113
17 16 12.276400,+31 47 36.31920,PTF10dvb,1,SNII,0.02287,SDSS,2010aw,17 16 12.2764,+31 47 36.3192,17 16 10.6319,+32 19 25.63,21.324,0.125,10.175,0.06,0.03,0.17,-18.45,-20.31,-21.5,0.58,10.08,-9.5,6.62,15,Simbad,114
13 39 29.761800,+46 00 53.69830,PTF10ehy,1,SNII,0.00809,SDSS,,13 39 29.7618,+46 00 53.6983,13 39 28.9314,+46 55 32.27,8.843,0.204,1.52,0.035,0.01,0.07,-15.79,-17.18,-17.63,-1.02,8.64,-9.65,6.89,17,Simbad,115
17 02 41.494400,+48 13 59.63700,PTF10eoo,1,cSLSN-IIn,0.291,MATCHING,,17 02 41.4944,+48 13 59.6370,,,,,,,0.01,1.14,-3.61,-10.6,-14.67,-1.17,6.76,-8.03,0.23,4,Simbad,116
14 04 34.138000,+63 43 27.06060,PTF10eqe,1,SNII,0.03085,SDSS,,14 04 34.1380,+63 43 27.0606,14 04 33.8500,+64 08 53.78,2.239,0.165,1.427,0.105,0.02,0.11,-16.16,-17.9,-18.83,-0.7,9.13,-9.84,6.28,15,Simbad,117
15 06 57.010000,+56 30 26.77320,PTF10eqi,1,SNIb,0.02955,SDSS,2010av,15 06 57.0100,+56 30 26.7732,15 06 54.6659,+57 02 29.42,20.227,0.174,12.371,0.106,0.02,0.17,-18.59,-21.36,-22.89,0.5,10.86,-10.38,6.06,15,Simbad,118
15 08 10.472333,+63 00 40.48990,PTF10eqz,1,SNII,0.0295,GAL.LINES,,15 08 10.4723,+63 00 40.4899,15 08 09.8850,+63 44 20.95,5.557,0.12,3.393,0.073,0.01,0.14,-17.22,-19.23,-20.22,-0.17,9.73,-9.9,6.23,12,Simbad,119
14 01 59.100000,+33 50 11.45470,PTF10ewc,1,SNIIn,0.055,MATCHING,,14 01 59.1000,+33 50 11.4547,14 01 59.1597,+33 58 52.87,2.679,0.167,2.958,0.184,0.01,0.22,-15.94,-17.7,-18.66,-0.23,8.65,-8.86,1.72,15,Simbad,120
10 07 24.185400,-05 47 47.28520,PTF10fbv,1,SNIb,0.056963,NED,,10 07 24.1854,-05 47 47.2852,10 07 23.8665,-06 28 25.42,7.551,0.146,8.615,0.167,0.03,0.24,-18.71,-21.1,-22.15,0.73,10.44,-9.73,3.01,12,Simbad,121
15 08 16.995600,+53 35 21.06420,PTF10fei,1,SNIIn,0.095,MATCHING,,15 08 16.9956,+53 35 21.0642,15 08 17.1513,+53 55 24.52,1.534,0.13,2.792,0.237,0.01,0.22,-15.04,-17.23,-18.67,-0.59,9.03,-9.61,6.27,12,Simbad,122
16 27 31.055067,+51 21 43.55530,PTF10fel,1,SLSN-IIn,0.2358,GAL.LINES,,16 27 31.0551,+51 21 43.5553,16 27 31.2614,+52 01 31.27,3.597,0.113,13.894,0.436,0.02,0.15,-17.59,-19.81,-20.66,-0.08,9.88,-9.98,3.55,11,Simbad,123
12 12 21.410400,+16 58 45.31120,PTF10feq,1,SNIb,0.02845,SDSS,,12 12 21.4104,+16 58 45.3112,12 12 20.4451,+17 36 13.95,15.552,0.178,9.17,0.105,0.03,0.17,-16.96,-19.69,-21.13,-0.17,10.15,-10.35,5.83,17,Simbad,124
15 47 25.782933,+51 34 00.61360,PTF10ffx,1,SNII,0.0488,GAL.LINES,,15 47 25.7829,+51 34 00.6136,15 47 25.7881,+51 34 52.75,0.27,0.19,0.266,0.188,0.01,0.07,-11.86,-15.56,-16.26,-2.84,8.27,-11.1,4.06,13,Simbad,125
14 37 44.519000,+52 43 33.34760,PTF10fgz,1,SNII,0.0113,SDSS,,14 37 44.5190,+52 43 33.3476,14 37 44.7033,+53 16 53.35,1.759,0.108,0.421,0.026,0.01,0.06,-16.89,-17.92,-17.94,-0.66,8.71,-9.37,5.88,17,Simbad,126
07 15 44.280600,+49 35 50.07230,PTF10fhk,1,SNII,0.033316,NED,,07 15 44.2806,+49 35 50.0723,07 15 42.9786,+50 28 02.12,13.001,0.066,8.924,0.045,0.07,0.26,-17.36,-20.2,-21.86,0.48,10.27,-9.85,3.44,10,Simbad,127
08 01 57.381400,+33 09 45.35100,PTF10fia,1,SNIb,0.03821,SDSS,,08 01 57.3814,+33 09 45.3510,08 01 57.5411,+34 01 18.50,7.241,0.172,5.667,0.135,0.05,0.34,-16.98,-20.52,-22.73,0.56,10.84,-10.3,6.73,17,Simbad,128
16 46 55.366800,+34 09 35.19110,PTF10fjh,2,SNIIn,0.030988,SDSS,2010bq,16 46 55.3668,+34 09 35.1911,16 46 56.7687,+34 28 46.90,23.244,0.093,14.882,0.06,0.02,0.36,-18.23,-21.33,-23.09,1.08,10.98,-9.9,6.5,15,Simbad,129
16 14 33.502533,+36 56 39.22010,PTF10fjq,1,SNII,0.03796,SDSS,2018euz,16 14 33.5025,+36 56 39.2201,16 14 33.6490,+37 33 48.01,2.258,0.149,1.756,0.116,0.01,0.17,-17.64,-20.12,-21.66,0.17,10.34,-10.18,6.78,17,Simbad,130
16 46 58.318333,+64 26 48.76580,PTF10flx,1,SNIIn,0.067,MATCHING,,16 46 58.3183,+64 26 48.7658,16 46 58.9180,+65 16 02.52,4.085,0.11,5.417,0.146,0.03,0.15,-17.89,-19.71,-20.35,0.1,9.66,-9.57,2.71,16,Simbad,131
12 33 24.344600,+44 32 15.91580,PTF10fmr,1,SNIIb,0.01952,SDSS,,12 33 24.3446,+44 32 15.9158,12 33 23.8847,+44 57 35.66,10.856,0.133,4.439,0.054,0.01,0.06,-17.14,-18.62,-19.25,-0.51,9.27,-9.78,5.83,17,Simbad,132
14 38 36.684133,+52 34 38.75120,PTF10fmx,2,SNIc,0.04464,SDSS,,14 38 36.6841,+52 34 38.7512,14 38 38.2771,+53 26 20.43,19.887,0.261,18.044,0.237,0.01,0.19,-18.59,-21.19,-22.84,0.63,10.77,-10.16,5.2,17,Simbad,133
13 55 45.023200,+29 52 37.08080,PTF10fou,1,SNIIn,0.042,MATCHING,,13 55 45.0232,+29 52 37.0808,13 55 45.1560,+30 31 02.20,2.61,0.158,2.235,0.135,0.01,0.19,-15.58,-17.57,-19.19,-0.45,9.23,-9.66,8.31,17,Simbad,134
12 41 49.862200,+11 35 28.53200,PTF10fqg,1,SNIIb,0.02777,SDSS,,12 41 49.8622,+11 35 28.5320,12 41 49.4330,+12 05 13.79,6.531,0.184,3.762,0.106,0.03,0.06,-17.04,-18.19,-18.22,-0.63,8.91,-9.55,4.25,17,Simbad,135
16 46 01.214200,+63 28 57.98750,PTF10fqx,1,SNII,0.017,GAL.LINES,,16 46 01.2142,+63 28 57.9875,16 46 00.5207,+63 35 33.07,9.742,0.124,3.48,0.044,0.02,0.16,-16.7,-18.71,-19.45,-0.37,9.45,-9.82,4.76,17,Simbad,136
13 00 31.490133,+41 44 44.16900,PTF10fya,1,SNII,0.0358,GAL.LINES,2010cx,13 00 31.4901,+41 44 44.1690,13 00 31.5265,+42 28 30.14,0.527,0.184,0.388,0.135,0.02,0.17,-13.0,-14.47,-15.27,-1.64,7.39,-9.0,2.47,11,Simbad,137
14 04 11.326800,+33 18 21.78290,PTF10gki,1,SNII,0.02705,SDSS,2010ck,14 04 11.3268,+33 18 21.7829,14 04 10.8837,+33 46 02.99,8.374,0.16,4.702,0.09,0.01,0.25,-16.74,-20.59,-22.41,0.01,10.64,-10.65,3.93,17,Simbad,138
15 16 08.837000,+69 11 23.19040,PTF10glp,1,SNII,0.079,GAL.LINES,,15 16 08.8370,+69 11 23.1904,15 16 09.4487,+69 39 16.26,6.036,0.216,9.306,0.333,0.02,0.25,-19.24,-21.32,-22.33,1.05,10.5,-9.45,5.61,12,Simbad,139
16 03 04.206133,+76 06 44.54100,PTF10gmf,1,SNIIb,0.0402,GAL.LINES,,16 03 04.2061,+76 06 44.5410,16 03 04.0296,+76 50 54.97,0.738,0.071,0.606,0.058,0.02,0.43,-11.87,-15.01,-16.67,-0.92,8.03,-8.91,1.61,5,Simbad,140
12 07 01.343200,+25 43 08.19300,PTF10gnc,2,SNII,0.04613,SDSS,,12 07 01.3432,+25 43 08.1930,12 07 01.1314,+25 56 20.89,5.897,0.305,5.519,0.285,0.02,0.18,-19.09,-20.89,-21.65,0.69,10.27,-9.59,6.65,15,Simbad,141
15 03 52.699600,+55 37 37.79150,PTF10gqf,1,SNII,0.04534,SDSS,,15 03 52.6996,+55 37 37.7915,15 03 50.3070,+56 15 17.71,20.268,0.142,18.662,0.131,0.01,0.06,-16.03,-20.1,-21.8,-0.9,10.48,-11.39,5.86,17,Simbad,142
13 16 17.976000,+38 42 55.65670,PTF10gtn,1,SNII,0.073,MATCHING,,13 16 17.9760,+38 42 55.6567,13 16 18.2704,+39 34 01.01,5.012,0.176,7.191,0.253,0.01,0.08,-16.74,-18.92,-19.53,-0.74,9.33,-10.09,2.26,14,Simbad,143
12 23 55.405600,+10 34 50.38030,PTF10gva,1,SNII,0.02751,SDSS,,12 23 55.4056,+10 34 50.3803,12 23 55.3821,+11 22 40.93,1.733,0.171,0.989,0.098,0.03,0.25,-15.57,-17.67,-18.7,-0.38,9.08,-9.46,5.78,13,Simbad,144
12 15 32.172400,+40 18 10.76620,PTF10gvb,1,SNIc-BL,0.0979,GAL.LINES,,12 15 32.1724,+40 18 10.7662,12 15 32.3464,+40 28 02.27,2.12,0.165,3.962,0.308,0.02,0.17,-16.62,-18.11,-18.82,-0.18,8.72,-8.9,1.2,15,Simbad,145
16 53 02.114133,+67 00 09.23800,PTF10gvd,1,SNIIn,0.071,MATCHING,,16 53 02.1141,+67 00 09.2380,16 53 02.2445,+67 09 25.30,0.786,0.136,1.099,0.19,0.04,0.07,-15.54,-16.23,-16.46,-0.94,7.49,-8.41,0.62,7,Simbad,146
11 13 45.236533,+53 37 44.55230,PTF10gvf,2,SNIIn,0.081,NED,,11 13 45.2365,+53 37 44.5523,11 13 45.4137,+54 21 19.87,1.592,0.147,2.511,0.232,0.01,0.04,-18.82,-19.76,-19.97,0.16,9.3,-9.13,3.43,14,Simbad,147
12 44 33.722800,+31 05 05.32500,PTF10gxi,1,SNII,0.0287,SDSS,,12 44 33.7228,+31 05 05.3250,12 44 33.4940,+31 10 47.58,2.976,0.16,1.77,0.095,0.01,0.17,-15.75,-17.61,-18.44,-0.68,9.01,-9.68,6.99,16,Simbad,148
13 46 12.706933,+47 02 19.12020,PTF10gym,1,SNII,0.072,MATCHING,,13 46 12.7069,+47 02 19.1202,13 46 12.7782,+47 20 56.82,0.749,0.203,1.061,0.288,0.02,0.08,-14.39,-15.13,-14.78,-1.55,7.33,-8.85,1.58,11,Simbad,149
12 52 46.714200,-06 55 19.40450,PTF10hbf,1,SNIIn,0.041762,NED,,12 52 46.7142,-06 55 19.4045,12 52 46.8982,-07 12 35.06,3.29,0.062,2.802,0.053,0.03,0.06,-17.61,-19.78,-21.3,-0.24,10.31,-10.53,10.53,11,Simbad,150
12 11 59.083733,+38 31 45.94150,PTF10hcr,1,SNIIn,0.036669,NED,,12 11 59.0837,+38 31 45.9415,12 11 59.9797,+39 21 11.05,11.338,0.194,8.531,0.146,0.01,0.27,-16.3,-19.16,-20.83,-0.03,10.03,-10.07,6.34,17,Simbad,151
13 00 06.587733,+47 39 59.40610,PTF10hdq,1,SNII,0.0826,GAL.LINES,,13 00 06.5877,+47 39 59.4061,13 00 06.5547,+48 38 13.05,0.383,0.258,0.615,0.414,0.01,0.18,-13.8,-16.96,-17.83,-1.66,8.7,-10.36,1.8,12,Simbad,152
12 48 52.040333,+13 26 24.47990,PTF10heh,1,SLSN-IIn,0.3377,GAL.LINES,,12 48 52.0403,+13 26 24.4799,12 48 52.0541,+13 50 43.22,0.313,0.101,1.557,0.503,0.02,0.14,-16.6,-17.89,-18.42,-0.29,8.53,-8.81,1.58,8,Simbad,153
12 32 05.346933,+66 24 24.20600,PTF10hfe,1,SNIc,0.0485,SDSS,,12 32 05.3469,+66 24 24.2060,,,,,,,0.02,0.06,-20.25,-21.3,-21.77,0.89,9.95,-9.06,2.49,17,Simbad,154
16 37 47.054600,+06 12 31.84420,PTF10hgi,1,SLSN-IIb,0.0986,GAL.LINES,2010md,16 37 47.0546,+06 12 31.8442,16 37 47.0568,+06 44 00.46,0.167,0.166,0.314,0.312,0.07,0.17,-13.82,-15.9,-16.63,-1.45,8.15,-9.66,1.73,10,Simbad,155
17 02 27.709600,+28 31 57.49250,PTF10hie,1,SNIc,0.0668,GAL.LINES,,17 02 27.7096,+28 31 57.4925,17 02 27.9108,+29 28 25.46,2.652,0.117,3.507,0.155,0.05,0.08,-17.52,-19.18,-19.55,-0.39,9.48,-9.86,4.64,16,Simbad,156
17 09 47.068000,+27 15 40.03240,PTF10hif,1,SNIIn,0.141,MATCHING,,17 09 47.0680,+27 15 40.0324,17 09 47.0408,+27 57 12.17,2.201,0.067,5.641,0.172,0.05,0.09,-17.29,-19.17,-19.88,-0.4,9.76,-10.16,9.96,14,Simbad,157
15 44 18.623467,+45 48 15.04910,PTF10hlc,1,SNII,0.03486,SDSS,,15 44 18.6235,+45 48 15.0491,15 44 18.7311,+46 01 19.55,2.058,0.128,1.475,0.092,0.01,0.13,-16.81,-18.18,-18.53,-0.43,9.03,-9.46,7.02,16,Simbad,158
13 35 34.754733,+36 44 58.88650,PTF10hmg,1,SNII,0.06151,SDSS,,13 35 34.7547,+36 44 58.8865,13 35 34.5088,+37 41 53.27,3.12,0.161,3.823,0.197,0.01,0.2,-18.07,-20.29,-21.22,0.34,10.23,-9.91,6.49,15,Simbad,159
15 04 24.880333,+49 24 03.44950,PTF10hny,1,SNII,0.02651,SDSS,,15 04 24.8803,+49 24 03.4495,15 04 24.6791,+50 18 31.06,8.171,0.152,4.5,0.084,0.02,0.22,-18.57,-21.01,-22.16,0.64,10.62,-9.99,6.87,15,Simbad,160
12 45 29.318733,+53 51 47.49910,PTF10hpa,1,SNII,0.027,MATCHING,2010ea,12 45 29.3187,+53 51 47.4991,12 45 29.4744,+53 52 04.80,12.656,0.16,7.094,0.09,0.01,0.08,-17.57,-18.96,-19.36,-0.31,9.39,-9.69,8.05,16,Simbad,161
16 17 36.310600,+05 02 10.17020,PTF10hsn,1,SNIIn,0.164,MATCHING,,16 17 36.3106,+05 02 10.1702,16 17 36.3141,+05 12 10.60,0.052,0.118,0.151,0.343,0.05,0.32,-18.34,-20.72,-22.02,1.01,10.33,-9.31,4.62,11,Simbad,162
14 03 56.263133,+54 27 30.90530,PTF10hv,1,SNII,0.05184,SDSS,,14 03 56.2631,+54 27 30.9053,14 03 56.5469,+54 53 54.73,4.698,0.342,4.908,0.357,0.01,0.14,-17.47,-19.38,-20.07,-0.12,9.65,-9.78,4.17,10,Simbad,163
15 50 28.712933,+08 45 07.34690,PTF10hvz,1,SNII,0.038771,NED,,15 50 28.7129,+08 45 07.3469,15 50 28.3735,+08 54 57.52,5.669,0.323,4.499,0.256,0.04,0.09,-18.17,-19.74,-20.29,-0.03,9.78,-9.8,7.11,16,Simbad,164
12 46 27.289400,+40 44 58.28570,PTF10hyq,1,SNII,0.01635,SDSS,,12 46 27.2894,+40 44 58.2857,12 46 27.1401,+40 46 48.11,3.904,0.182,1.342,0.063,0.01,0.05,-16.42,-17.15,-17.24,-0.68,7.86,-8.54,0.83,17,Simbad,165
14 08 29.196133,+25 58 04.64770,PTF10ikr,1,SNII,0.134,GAL.LINES,,14 08 29.1961,+25 58 04.6477,14 08 29.1942,+26 02 25.97,0.216,0.157,0.53,0.385,0.01,0.6,-11.27,-14.58,-16.48,-0.35,7.24,-7.51,0.07,3,Simbad,166
07 50 01.211200,+33 06 24.28420,PTF10in,1,SNIIb,0.077,MATCHING,,07 50 01.2112,+33 06 24.2842,07 50 00.9327,+33 33 51.34,5.0,0.174,7.531,0.262,0.05,0.43,-13.05,-16.06,-17.83,-0.63,8.65,-9.27,3.19,4,Simbad,167
15 54 57.115533,+53 46 19.12550,PTF10inj,1,SNIb,0.0644,GAL.LINES,,15 54 57.1155,+53 46 19.1255,15 54 57.1350,+54 04 46.84,0.386,0.126,0.494,0.161,0.01,0.1,-16.47,-17.75,-18.19,-0.61,8.78,-9.38,4.88,12,Simbad,168
16 00 23.077733,+37 44 56.85540,PTF10iue,1,SNIc-BL,0.1319,GAL.LINES,2010mb,16 00 23.0777,+37 44 56.8554,16 00 23.2290,+38 39 02.11,2.557,0.378,6.193,0.916,0.01,0.12,-18.16,-19.56,-19.91,0.12,9.36,-9.26,3.0,17,Simbad,169
12 27 52.472133,+70 34 35.24590,PTF10iwb,1,SNII,0.125,GAL.LINES,,12 27 52.4721,+70 34 35.2459,12 27 50.7712,+71 13 36.74,9.542,0.228,22.075,0.527,0.02,0.21,-16.45,-20.97,-22.64,-0.24,10.71,-10.91,3.31,9,Simbad,170
13 32 57.236000,+48 18 53.12020,PTF10jkx,1,SNII,0.02815,SDSS,,13 32 57.2360,+48 18 53.1202,13 32 57.6546,+49 13 29.99,4.806,0.128,2.805,0.075,0.01,0.09,-16.69,-18.49,-19.11,-0.67,9.38,-10.04,6.88,14,Simbad,171
21 29 31.411533,+02 52 46.60680,PTF10jop,1,SNIIn,0.087,MATCHING,,21 29 31.4115,+02 52 46.6068,21 29 31.2639,+03 43 29.00,5.355,0.12,9.008,0.202,0.05,0.18,-19.31,-21.57,-22.55,0.73,10.78,-10.08,7.01,17,Simbad,172
16 43 43.276600,+44 31 44.01480,PTF10jwd,1,SLSN-IIn,0.3478,GAL.LINES,,16 43 43.2766,+44 31 44.0148,16 43 43.3093,+45 15 36.57,0.69,0.148,3.5,0.751,0.01,0.24,-18.65,-20.78,-21.81,0.82,10.13,-9.32,2.72,13,Simbad,173
16 12 15.978200,+32 04 14.53730,PTF10jwr,1,SNII,0.0581,GAL.LINES,,16 12 15.9782,+32 04 14.5373,16 12 15.9617,+32 18 41.76,0.263,0.151,0.306,0.175,0.02,0.29,-15.28,-18.47,-19.98,-0.44,9.76,-10.22,4.91,17,Simbad,174
16 05 14.640267,+05 27 42.90050,PTF10jws,1,SNII,0.0645,GAL.LINES,,16 05 14.6403,+05 27 42.9005,16 05 14.6410,+06 11 04.21,1.17,0.096,1.498,0.123,0.05,0.09,-14.18,-15.44,-15.91,-1.53,7.84,-9.35,4.62,9,Simbad,175
23 45 50.654933,-06 46 53.58680,PTF10ksq,1,SNII,0.035458,NED,,23 45 50.6549,-06 46 53.5868,23 45 51.2023,-07 35 17.15,9.219,0.291,6.717,0.212,0.02,0.19,-19.08,-21.34,-22.49,0.75,10.67,-9.93,6.63,15,Simbad,176
13 31 38.474200,+40 11 34.87520,PTF10kui,1,SNIb,0.02,SDSS,,13 31 38.4742,+40 11 34.8752,13 31 38.4875,+40 45 35.65,0.32,0.227,0.134,0.095,0.01,0.13,-16.39,-18.64,-19.4,-0.67,9.24,-9.94,1.99,17,Simbad,177
12 59 14.826133,+61 27 02.39180,PTF10lbo,1,SNIc,0.0515,GAL.LINES,,12 59 14.8261,+61 27 02.3918,12 59 15.1058,+61 27 55.70,2.482,0.151,2.577,0.157,0.01,0.1,-16.03,-18.32,-19.1,-0.92,9.48,-10.41,8.29,15,Simbad,178
22 17 44.702533,+13 19 29.89960,PTF10llv,1,SNII,0.06708,SDSS,,22 17 44.7025,+13 19 29.8996,22 17 43.9345,+13 32 04.00,20.224,0.121,26.849,0.161,0.07,0.2,-15.65,-20.99,-22.7,-0.65,10.83,-11.43,4.42,13,Simbad,179
16 04 39.203333,+13 23 44.25320,PTF10lnx,1,SNII,0.03423,SDSS,,16 04 39.2033,+13 23 44.2532,16 04 38.9712,+14 09 25.51,4.023,0.245,2.834,0.173,0.05,0.13,-18.37,-20.03,-20.71,0.26,9.87,-9.6,6.87,17,Simbad,180
14 36 35.190000,+57 47 56.59660,PTF10lyb,1,SNII,0.04015,SDSS,,14 36 35.1900,+57 47 56.5966,14 36 35.8666,+58 35 57.98,9.352,0.12,7.673,0.098,0.01,0.22,-18.36,-20.74,-21.85,0.55,10.5,-9.97,7.18,17,Simbad,181
15 04 06.840333,+28 29 17.63300,PTF10mug,1,SNII,0.0562,GAL.LINES,,15 04 06.8403,+28 29 17.6330,15 04 06.8373,+28 46 41.59,0.072,0.083,0.081,0.094,0.02,0.1,-13.92,-16.4,-17.12,-1.7,8.58,-10.29,4.6,9,Simbad,182
13 47 06.764933,+72 04 01.61690,PTF10mwt,1,SNII,0.030037,NED,,13 47 06.7649,+72 04 01.6169,13 47 07.6978,+72 17 13.33,12.379,0.14,7.691,0.087,0.02,0.34,-18.55,-21.17,-22.68,1.15,10.68,-9.54,6.78,10,Simbad,183
14 58 14.262733,+48 11 27.72740,PTF10myz,1,SNII,0.02816,SDSS,,14 58 14.2627,+48 11 27.7274,14 58 14.1904,+48 43 53.13,5.209,0.09,3.041,0.053,0.03,0.22,-16.83,-19.29,-20.34,-0.08,9.7,-9.81,2.75,17,Simbad,184
18 07 31.076933,+18 07 10.84910,PTF10nbf,1,SNII,0.022,GAL.LINES,,18 07 31.0769,+18 07 10.8491,18 07 31.2988,+18 17 43.93,3.166,0.124,1.455,0.057,0.08,0.15,-16.58,-18.43,-19.08,-0.39,9.19,-9.61,3.8,10,Simbad,185
14 59 47.764800,+64 59 51.38450,PTF10ndr,1,SNIIn,0.0745,GAL.LINES,,14 59 47.7648,+64 59 51.3845,14 59 46.7814,+65 01 50.92,12.18,0.094,17.802,0.137,0.02,0.19,-18.32,-20.35,-21.22,0.44,10.06,-9.63,3.91,10,Simbad,186
